strain	region	country																				
USA/NY-CDC-LC0501494/2022	North America	USA																				
USA/NY-PRL-2022_0306_00C10/2022	North America	USA																				
USA/NV-CDC-LC0491685/2022	North America	USA																				
USA/NY-CDC-LC0511692/2022	North America	USA																				
USA/NV-CDC-ASC210859565/2022	North America	USA																				
USA/NV-CDC-QDX34246630/2022	North America	USA																				
USA/NV-NSPHL-22-00030153/2022	North America	USA																				
USA/NY-CDC-FG-286581/2022	North America	USA																				
USA/NV-CDC-QDX33311025/2022	North America	USA																				
USA/NY-CDC-FG-287031/2022	North America	USA																				
USA/NJ-PHEL-V22011365/2022	North America	USA																				
USA/NJ-PHEL-V22011806/2022	North America	USA																				
USA/NJ-CDC-LC0559871/2022	North America	USA																				
USA/NJ-CDC-LC0559872/2022	North America	USA																				
USA/NJ-CDC-LC0559873/2022	North America	USA																				
USA/NJ-CDC-LC0559875/2022	North America	USA																				
USA/NJ-CDC-LC0559921/2022	North America	USA																				
USA/NJ-CDC-LC0559925/2022	North America	USA																				
USA/NJ-CDC-LC0559949/2022	North America	USA																				
USA/NJ-CDC-LC0559952/2022	North America	USA																				
USA/NJ-PHEL-V22012700/2022	North America	USA																				
USA/NJ-CDC-LC0560023/2022	North America	USA																				
USA/NJ-CDC-QDX33680502/2022	North America	USA																				
USA/NY-CDC-LC0518538/2022	North America	USA																				
USA/NJ-GBW-EWR000003/2021	North America	USA																				
USA/NJ-GBW-EWR000005/2022	North America	USA																				
USA/NJ-GBW-EWR000007/2022	North America	USA																				
USA/NJ-GBW-EWR000008/2022	North America	USA																				
USA/NJ-PHEL-V22001806/2022	North America	USA																				
USA/NJ-CDC-LC0559770/2022	North America	USA																				
USA/NJ-CDC-QDX33632502/2022	North America	USA																				
USA/NJ-CDC-QDX34289607/2022	North America	USA																				
USA/NY-NYGC-1385-VTM1-HCOC963/2022	North America	USA																				
USA/NY-CDC-LC0558956/2022	North America	USA																				
USA/NY-PRL-2022_0215_00H16/2022	North America	USA																				
USA/NY-PRL-2022_0220_00G08/2022	North America	USA																				
USA/NY-PRL-2022_0228_00B08/2022	North America	USA																				
USA/NY-PRL-2022_0228_00F10/2022	North America	USA																				
USA/NY-PRL-2022_0228_00F22/2022	North America	USA																				
USA/NY-PRL-2022_0303_00A02/2022	North America	USA																				
USA/NY-PRL-2022_0303_00A16/2022	North America	USA																				
USA/NY-PRL-2022_0303_00B01/2022	North America	USA																				
USA/NY-PRL-2022_0210_00D21/2022	North America	USA																				
USA/NY-PRL-2022_0303_00B21/2022	North America	USA																				
USA/NY-PRL-2022_0303_00E17/2022	North America	USA																				
USA/NY-PRL-2022_0303_00E19/2022	North America	USA																				
USA/NY-PRL-2022_0303_00G13/2022	North America	USA																				
USA/NY-PRL-2022_0303_00G18/2022	North America	USA																				
USA/NY-PRL-2022_0303_00H16/2022	North America	USA																				
USA/NY-PRL-2022_0303_00I24/2022	North America	USA																				
USA/NY-PRL-2022_0306_00C06/2022	North America	USA																				
USA/NJ-CDC-LC0559717/2022	North America	USA																				
USA/NY-PRL-2022_0303_00C03/2022	North America	USA																				
USA/NY-CDC-LC0558642/2022	North America	USA																				
USA/NY-PRL-2022_0204_01B10/2022	North America	USA																				
USA/NY-PRL-2022_0202_00D03/2022	North America	USA																				
USA/NY-CDC-LC0559735/2022	North America	USA																				
USA/NY-CDC-LC0559997/2022	North America	USA																				
USA/NY-CDC-LC0560032/2022	North America	USA																				
USA/NY-NYCPHL-009361/2022	North America	USA																				
USA/NY-NYCPHL-010682/2022	North America	USA																				
USA/NY-NYGC-1192-VTM1-DWYG396/2022	North America	USA																				
USA/NY-NYGC-1204-VTM1-EDHI880/2022	North America	USA																				
USA/NY-NYGC-1245-VTM1-EPAK252/2022	North America	USA																				
USA/NY-PRL-2022_0202_00D21/2022	North America	USA																				
USA/NY-NYGC-1297-VTM1-FWZS814/2022	North America	USA																				
USA/NY-NYGC-1412-VTM1-HQEE112/2022	North America	USA																				
USA/NY-NYULH5434/2022	North America	USA																				
USA/NY-NYULH5764/2022	North America	USA																				
USA/NY-NYULH5836/2022	North America	USA																				
USA/NY-NYULH6023/2022	North America	USA																				
USA/NY-PRL-2022_0118_10A09/2022	North America	USA																				
USA/NY-PRL-2022_0120_12B08/2022	North America	USA																				
USA/NY-PRL-2022_0128_04A16/2022	North America	USA																				
USA/NY-NYGC-1405-VTM1-GLMN231/2022	North America	USA																				
USA/NJ-CDC-LC0559430/2022	North America	USA																				
USA/MN-CDC-IBX965806926790/2022	North America	USA																				
USA/NJ-CDC-LC0559184/2022	North America	USA																				
USA/MN-CDC-IBX513156058756/2022	North America	USA																				
USA/MN-CDC-IBX607617847454/2022	North America	USA																				
USA/MN-CDC-IBX662785357820/2022	North America	USA																				
USA/MN-CDC-IBX844722518810/2022	North America	USA																				
USA/MN-CDC-LC0537890/2022	North America	USA																				
USA/MN-CDC-QDX33966913/2022	North America	USA																				
USA/MN-CDC-STM-2P5FA6959/2022	North America	USA																				
USA/MN-MDH-21439/2022	North America	USA																				
USA/MT-CDC-ASC210859566/2022	North America	USA																				
USA/NC-CDC-LC0529202/2022	North America	USA																				
USA/NC-CDC-LC0529327/2022	North America	USA																				
USA/NC-CDC-MMB13536144/2022	North America	USA																				
USA/NC-CDC-MMB13638118/2022	North America	USA																				
USA/NC-CDC-MMB14017324/2022	North America	USA																				
USA/NC-CDC-MMB14114585/2022	North America	USA																				
USA/NC-CDC-MMB14138624/2022	North America	USA																				
USA/NC-CDC-MMB14262036/2022	North America	USA																				
USA/MN-CDC-IBX363601292967/2022	North America	USA																				
USA/NC-CDC-MMB14655311/2022	North America	USA																				
USA/MN-CDC-IBX299559880871/2022	North America	USA																				
USA/MN-CDC-IBX048618018036/2022	North America	USA																				
USA/NY-Wadsworth-22005629-01/2022	North America	USA																				
USA/ME-CDC-ASC210730037/2022	North America	USA																				
USA/ME-CDC-ASC210730541/2022	North America	USA																				
USA/ME-CDC-ASC210818926/2022	North America	USA																				
USA/ME-CDC-ASC210819612/2022	North America	USA																				
USA/ME-CDC-ASC210819834/2022	North America	USA																				
USA/MI-CDC-ASC210861973/2022	North America	USA																				
USA/MI-CDC-QDX34231155/2022	North America	USA																				
USA/MI-UM-10043540887/2022	North America	USA																				
USA/MI-UM-10043599022/2022	North America	USA																				
USA/MI-UM-10043599024/2022	North America	USA																				
USA/MI-UM-10043599034/2022	North America	USA																				
USA/MI-UM-10043854683/2022	North America	USA																				
USA/MN-CDC-ASC210698848/2022	North America	USA																				
USA/MN-CDC-ASC210757079/2022	North America	USA																				
USA/MN-CDC-ASC210757274/2022	North America	USA																				
USA/MN-CDC-IBX035965535884/2022	North America	USA																				
USA/MN-CDC-IBX184108460804/2022	North America	USA																				
USA/NC-CORVASEQ-1086-1245/2022	North America	USA																				
USA/NC-CORVASEQ-R220496/2022	North America	USA																				
USA/NC-CORVASEQ-R220501/2022	North America	USA																				
USA/NJ-CDC-IBX305537812129/2022	North America	USA																				
USA/NJ-CDC-IBX341196556048/2022	North America	USA																				
USA/NJ-CDC-IBX428091781590/2022	North America	USA																				
USA/NJ-CDC-IBX455910498229/2022	North America	USA																				
USA/NJ-CDC-IBX701968245470/2022	North America	USA																				
USA/NJ-CDC-IBX760887748331/2022	North America	USA																				
USA/NJ-CDC-IBX771347699360/2022	North America	USA																				
USA/NJ-CDC-IBX908294790964/2022	North America	USA																				
USA/NJ-CDC-IBX991798370348/2022	North America	USA																				
USA/NJ-CDC-LC0494425/2022	North America	USA																				
USA/NJ-CDC-LC0510431/2022	North America	USA																				
USA/NJ-CDC-LC0533062/2022	North America	USA																				
USA/NJ-CDC-LC0539805/2022	North America	USA																				
USA/NJ-CDC-LC0550355/2022	North America	USA																				
USA/NJ-CDC-LC0550531/2022	North America	USA																				
USA/NJ-CDC-LC0558710/2022	North America	USA																				
USA/NJ-CDC-LC0559019/2022	North America	USA																				
USA/NJ-CDC-ASC210823386/2022	North America	USA																				
USA/NJ-CDC-ASC210820798/2022	North America	USA																				
USA/NJ-CDC-ASC210755218/2022	North America	USA																				
USA/NJ-CDC-ASC210754761/2022	North America	USA																				
USA/NC-CORVASEQ-R220515/2022	North America	USA																				
USA/NC-CORVASEQ-UNC-4939/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-112099961/2022	North America	USA																				
USA/ND-NDDH-11001/2022	North America	USA																				
USA/NE-NPHL22-3383/2022	North America	USA																				
USA/NE-NPHL22-3551/2022	North America	USA																				
USA/NH-CDC-LC0541323/2022	North America	USA																				
USA/NH-CDC-QDX33439928/2022	North America	USA																				
USA/NJ-CDC-LC0559205/2022	North America	USA																				
USA/NH-CDCBI-CRSP_KX7T6CGHAYYHY5AB/2022	North America	USA																				
USA/NJ-CDC-ASC210555802/2022	North America	USA																				
USA/NJ-CDC-ASC210649926/2022	North America	USA																				
USA/NJ-CDC-ASC210695446/2022	North America	USA																				
USA/NJ-CDC-ASC210699793/2022	North America	USA																				
USA/NJ-CDC-ASC210729875/2022	North America	USA																				
USA/NJ-CDC-ASC210731934/2022	North America	USA																				
USA/NJ-CDC-ASC210749607/2022	North America	USA																				
USA/NJ-CDC-ASC210751045/2022	North America	USA																				
USA/NH-CDCBI-CRSP_NKCDVXAI5CB4QHGP/2022	North America	USA																				
USA/OH-22AM-019CO02219/2022	North America	USA																				
USA/WA-CDC-UW22020919949/2022	North America	USA																				
USA/OH-22AM-020CO04312/2022	North America	USA																				
USA/TX-HMH-MCoV-84468/2022	North America	USA																				
USA/TX-HMH-MCoV-84485/2022	North America	USA																				
USA/TX-HMH-MCoV-84502/2022	North America	USA																				
USA/TX-HMH-MCoV-84514/2022	North America	USA																				
USA/TX-HMH-MCoV-84968/2022	North America	USA																				
USA/TX-HMH-MCoV-85381/2022	North America	USA																				
USA/TX-HMH-MCoV-86526/2022	North America	USA																				
USA/TX-HMH-MCoV-86538/2022	North America	USA																				
USA/TX-HMH-MCoV-86756/2022	North America	USA																				
USA/TX-HMH-MCoV-86782/2022	North America	USA																				
USA/TX-HMH-MCoV-86786/2022	North America	USA																				
USA/TX-HMH-MCoV-86808/2022	North America	USA																				
USA/TX-HMH-MCoV-86868/2022	North America	USA																				
USA/TX-HMH-MCoV-87394/2022	North America	USA																				
USA/TX-HMH-MCoV-87444/2022	North America	USA																				
USA/TX-HMH-MCoV-88084/2022	North America	USA																				
USA/TX-HMH-MCoV-88479/2022	North America	USA																				
USA/TX-HMH-MCoV-84467/2022	North America	USA																				
USA/TX-HMH-MCoV-84466/2022	North America	USA																				
USA/TX-HMH-MCoV-84111/2022	North America	USA																				
USA/TX-HMH-MCoV-80083/2022	North America	USA																				
USA/TX-CDC-FG-251682/2022	North America	USA																				
USA/TX-CDC-FG-255544/2022	North America	USA																				
USA/TX-CDC-FG-260011/2022	North America	USA																				
USA/TX-CDC-FG-265806/2022	North America	USA																				
USA/TX-CDC-FG-273200/2022	North America	USA																				
USA/TX-CDC-FG-286756/2022	North America	USA																				
USA/TX-CDC-LC0488718/2022	North America	USA																				
USA/TX-CDC-LC0527737/2022	North America	USA																				
USA/TX-HMH-MCoV-89269/2022	North America	USA																				
USA/TX-CDC-MMB14057078/2022	North America	USA																				
USA/TX-CDC-QDX33164506/2022	North America	USA																				
USA/TX-CDC-STM-C6W5D7YMZ/2022	North America	USA																				
USA/TX-CDC-STM-X8765S5KQ/2022	North America	USA																				
USA/TX-DSHS-15971/2022	North America	USA																				
USA/TX-DSHS-15974/2022	North America	USA																				
USA/TX-HMH-MCoV-73739/2022	North America	USA																				
USA/TX-HMH-MCoV-73750/2022	North America	USA																				
USA/TX-HMH-MCoV-78382/2022	North America	USA																				
USA/TX-CDC-QDX32932327/2022	North America	USA																				
USA/TX-CDC-FG-248521/2022	North America	USA																				
USA/TX-HMH-MCoV-94285/2022	North America	USA																				
USA/UT-CDC-LC0489674/2022	North America	USA																				
USA/WA-S16397/2022	North America	USA																				
USA/WA-S16998/2022	North America	USA																				
USA/WA-S17692/2022	North America	USA																				
USA/WA-S18797/2022	North America	USA																				
USA/WI-CDC-ASC210825559/2022	North America	USA																				
USA/WI-CDC-FG-266455/2022	North America	USA																				
USA/WI-CDC-FG-266491/2022	North America	USA																				
USA/WI-CDC-LC0556173/2022	North America	USA																				
USA/WI-MHDL-2022020536/2022	North America	USA																				
USA/WV-CDC-IBX251559189107/2022	North America	USA																				
USA/WV-CDC-IBX253208895295/2022	North America	USA																				
USA/WV-CDC-LC0557279/2022	North America	USA																				
USA/WY-CDC-IBX000051087147/2022	North America	USA																				
USA/WY-WYPHL-22020692/2022	North America	USA																				
USA/WY-WYPHL-22021118/2022	North America	USA																				
USA/WY-WYPHL-22031164/2022	North America	USA																				
env/USA/CA-SEARCH-63736/2022	North America	USA																				
USA/WA-PHL-015023/2022	North America	USA																				
USA/WA-PHL-015022/2022	North America	USA																				
USA/WA-PHL-014345/2022	North America	USA																				
USA/WA-PHL-013412/2022	North America	USA																				
USA/UT-UPHL-220213061481/2022	North America	USA																				
USA/UT-UPHL-220308410608/2022	North America	USA																				
USA/UT-UPHL-220312040636/2022	North America	USA																				
USA/VA-CDC-LC0509265/2022	North America	USA																				
USA/VA-CDC-LC0518103/2022	North America	USA																				
USA/VA-CDC-LC0532079/2022	North America	USA																				
USA/VA-CDC-LC0548821/2022	North America	USA																				
USA/VT-CDCBI-CRSP_5ITL455BRIHHFPNO/2022	North America	USA																				
USA/TX-HMH-MCoV-95016/2022	North America	USA																				
USA/VT-CDCBI-CRSP_HQFNQXSY7JEPG4ML/2022	North America	USA																				
USA/WA-CDC-FG-270190/2022	North America	USA																				
USA/WA-CDC-FG-270262/2022	North America	USA																				
USA/WA-CDC-FG-270287/2022	North America	USA																				
USA/WA-CDC-LC0525872/2022	North America	USA																				
USA/MD-IGS-2107489943/2022	North America	USA																				
USA/WA-CDC-UW22021141950/2022	North America	USA																				
USA/WA-CDC-UW22021676395/2022	North America	USA																				
USA/WA-CDC-UW22030154264/2022	North America	USA																				
USA/WA-CDC-ASC210757060/2022	North America	USA																				
USA/OH-22AM-019CO02312/2022	North America	USA																				
USA/TX-CDC-FG-248132/2022	North America	USA																				
USA/TX-CDC-ASC210754359/2022	North America	USA																				
USA/PA-CDC-MMB14488255/2022	North America	USA																				
USA/PA-CDC-MMB14495121/2022	North America	USA																				
USA/PA-CDC-MMB14654535/2022	North America	USA																				
USA/PA-CDC-MMB14654549/2022	North America	USA																				
USA/PA-CDC-MMB14656298/2022	North America	USA																				
USA/PA-CDC-QDX34246273/2022	North America	USA																				
USA/PA-CDC-STM-65C9UER89/2022	North America	USA																				
USA/PA-CDC-STM-FSZ498AJT/2022	North America	USA																				
USA/PA-CDC-STM-GGM34U7H5/2022	North America	USA																				
USA/PA-CDC-STM-M4FF5K73Z/2022	North America	USA																				
USA/PA-CDC-STM-TTTRUW6S2/2022	North America	USA																				
USA/RI-CDC-ASC210732821/2022	North America	USA																				
USA/RI-CDC-LC0518592/2022	North America	USA																				
USA/RI-CDC-LC0522559/2022	North America	USA																				
USA/RI-CDC-LC0546182/2022	North America	USA																				
USA/RI-CDC-LC0553886/2022	North America	USA																				
USA/RI-CDCBI-CRSP_2OTZMJJFM6QFH4GC/2022	North America	USA																				
USA/PA-CDC-MMB14056110/2022	North America	USA																				
USA/PA-CDC-LC0556882/2022	North America	USA																				
USA/PA-CDC-LC0512955/2022	North America	USA																				
USA/PA-CDC-LC0492414/2022	North America	USA																				
USA/OH-22AM-024CO00462/2022	North America	USA																				
USA/OH-22AM-024CO00837/2022	North America	USA																				
USA/OH-22AM-025CO02130/2022	North America	USA																				
USA/OH-22AM-025CO02422/2022	North America	USA																				
USA/OH-22AM-026CO01628/2022	North America	USA																				
USA/OH-22AM-026CO01838/2022	North America	USA																				
USA/OH-CDC-ASC210683766/2022	North America	USA																				
USA/OH-CDC-LC0531674/2022	North America	USA																				
USA/RI-CDCBI-CRSP_4S3BOLG5V2PRIXLI/2022	North America	USA																				
USA/OH-CDC-MMB14084888/2022	North America	USA																				
USA/PA-BOL-M22042874/2022	North America	USA																				
USA/PA-CDC-2-5541390/2022	North America	USA																				
USA/PA-CDC-ASC210649776/2022	North America	USA																				
USA/PA-CDC-ASC210855615/2022	North America	USA																				
USA/PA-CDC-IBX452827513379/2022	North America	USA																				
USA/PA-CDC-IBX660003476610/2022	North America	USA																				
USA/PA-CDC-IBX973806535518/2022	North America	USA																				
USA/PA-CDC-LC0491391/2022	North America	USA																				
USA/PA-BOL-M22034366/2022	North America	USA																				
USA/TX-CDC-ASC210862239/2022	North America	USA																				
USA/RI-CDCBI-CRSP_67LEMMNJGGCH3ZMC/2022	North America	USA																				
USA/RI-CDCBI-CRSP_GEUYCDDV4K2GDR43/2022	North America	USA																				
USA/TN-ASC-210540505/2022	North America	USA																				
USA/TN-ASC-210542434/2022	North America	USA																				
USA/TN-ASC-210542502/2022	North America	USA																				
USA/TN-ASC-210601611/2022	North America	USA																				
USA/TN-ASC-210643266/2022	North America	USA																				
USA/TN-ASC-210647225/2022	North America	USA																				
USA/TN-ASC-210649079/2022	North America	USA																				
USA/TN-ASC-210685425/2022	North America	USA																				
USA/TN-ASC-210690473/2022	North America	USA																				
USA/TN-ASC-210695203/2022	North America	USA																				
USA/TN-CDC-ASC210550852/2022	North America	USA																				
USA/TN-CDC-ASC210551023/2022	North America	USA																				
USA/TN-CDC-ASC210753381/2022	North America	USA																				
USA/TN-CDC-FG-263293/2022	North America	USA																				
USA/TN-CDC-LC0548304/2022	North America	USA																				
USA/TN-CDC-QDX33632371/2022	North America	USA																				
USA/TX-BSWTemple-ILL-R34-0031/2022	North America	USA																				
USA/TN-ASC-210540218/2022	North America	USA																				
USA/SC-CDC-QDX33831690/2022	North America	USA																				
USA/RI-RISHL-E03795/2022	North America	USA																				
USA/RI-RISHL-033931/2022	North America	USA																				
USA/RI-CDCBI-CRSP_KP5AWS6HBP4WB5RT/2022	North America	USA																				
USA/RI-CDCBI-CRSP_LOGFJ6XARV7KH4F2/2022	North America	USA																				
USA/RI-CDCBI-CRSP_MIAVLRSHHSBRMDTW/2022	North America	USA																				
USA/RI-CDCBI-CRSP_NGN2GLCJFIRDNAXH/2022	North America	USA																				
USA/RI-CDCBI-CRSP_NGWXULTERE5FVSP6/2022	North America	USA																				
USA/RI-CDCBI-CRSP_OZ5RVXRVWCXH4XXW/2022	North America	USA																				
USA/RI-CDCBI-CRSP_P5ZKTCWOTWHUCXUU/2022	North America	USA																				
USA/RI-CDCBI-CRSP_P7EI4OXJAITQHHPC/2022	North America	USA																				
USA/RI-CDCBI-CRSP_6JABGIEEMNLYFIVP/2022	North America	USA																				
USA/RI-CDCBI-CRSP_Q5HOIPDZBFUEGGBU/2022	North America	USA																				
USA/RI-CDCBI-CRSP_R5BWTXGQV67GSCRK/2022	North America	USA																				
USA/RI-CDCBI-CRSP_UMZRPXT3HMGCVN7M/2022	North America	USA																				
USA/RI-CDCBI-CRSP_UNUA2Q2SU7OLFATR/2022	North America	USA																				
USA/RI-CDCBI-CRSP_W6GXDCOD7KRPRITE/2022	North America	USA																				
USA/RI-CDCBI-CRSP_X3HGUN5KUHO3ND7Z/2022	North America	USA																				
USA/RI-CDCBI-CRSP_XJ4RIFGNXQTU533O/2022	North America	USA																				
USA/RI-CDCBI-CRSP_ZGSVRRV3WVSYB3J4/2022	North America	USA																				
USA/RI-CDCBI-RIDOH_PE5UO626TUEBRIRE/2022	North America	USA																				
USA/RI-CDCBI-CRSP_QJHPGHQRBAIJKJEB/2022	North America	USA																				
USA/MD-CDC-QDX33117526/2022	North America	USA																				
PuertoRico/PR-CDC-LC0559585/2022	North America	USA																				
USA/MD-CDC-LC0558268/2022	North America	USA																				
USA/CA-CDC-FG-254799/2022	North America	USA																				
USA/CA-CDC-FG-258034/2022	North America	USA																				
USA/CA-CDC-FG-258276/2022	North America	USA																				
USA/CA-CDC-FG-258785/2022	North America	USA																				
USA/MD-CDC-LC0559574/2022	North America	USA																				
USA/CA-CDC-FG-261024/2022	North America	USA																				
USA/CA-CDC-FG-262373/2022	North America	USA																				
USA/CA-CDC-FG-264283/2022	North America	USA																				
USA/CA-CDC-FG-264523/2022	North America	USA																				
USA/CA-CDC-FG-264593/2022	North America	USA																				
USA/CA-CDC-FG-274260/2022	North America	USA																				
USA/CA-CDC-FG-274415/2022	North America	USA																				
USA/CA-CDC-FG-276059/2022	North America	USA																				
USA/CA-CDC-FG-276412/2022	North America	USA																				
USA/CA-CDC-FG-279118/2022	North America	USA																				
USA/CA-CDC-FG-280945/2022	North America	USA																				
USA/CA-CDC-FG-281486/2022	North America	USA																				
USA/CA-CDC-FG-242161/2022	North America	USA																				
USA/CA-CDC-FG-281656/2022	North America	USA																				
USA/CA-CDC-FG-241109/2022	North America	USA																				
USA/CA-CDC-FG-239237/2022	North America	USA																				
USA/CA-CDC-ASC210732815/2022	North America	USA																				
USA/CA-CDC-ASC210750204/2022	North America	USA																				
USA/CA-CDC-ASC210750956/2022	North America	USA																				
USA/CA-CDC-ASC210754443/2022	North America	USA																				
USA/CA-CDC-ASC210754744/2022	North America	USA																				
USA/CA-CDC-ASC210755131/2022	North America	USA																				
USA/CA-CDC-ASC210757290/2022	North America	USA																				
USA/CA-CDC-ASC210820867/2022	North America	USA																				
USA/CA-CDC-ASC210822949/2022	North America	USA																				
USA/CA-CDC-ASC210859028/2022	North America	USA																				
USA/CA-CDC-ASC210860809/2022	North America	USA																				
USA/CA-CDC-ASC210863171/2022	North America	USA																				
USA/CA-CDC-FG-224268/2021	North America	USA																				
USA/CA-CDC-FG-229400/2021	North America	USA																				
USA/CA-CDC-FG-229617/2021	North America	USA																				
USA/CA-CDC-FG-238247/2022	North America	USA																				
USA/CA-CDC-FG-238368/2022	North America	USA																				
USA/CA-CDC-FG-240491/2022	North America	USA																				
USA/CA-CDC-FG-281711/2022	North America	USA																				
USA/CA-CDC-FG-281870/2022	North America	USA																				
USA/CA-CDC-FG-281923/2022	North America	USA																				
USA/CA-CDPH-3000316581/2022	North America	USA																				
USA/CA-CDPH-500046869/2022	North America	USA																				
USA/CA-CDPH-500047951/2022	North America	USA																				
USA/CA-CDPH-500049136/2022	North America	USA																				
USA/CA-CDPH-500049701/2022	North America	USA																				
USA/CA-FS27180537/2022	North America	USA																				
USA/CA-FS27421784/2022	North America	USA																				
USA/CA-FS27441510/2022	North America	USA																				
USA/CA-FS27445742/2022	North America	USA																				
USA/CA-FS27447277/2022	North America	USA																				
USA/CA-FS27462824/2022	North America	USA																				
USA/CA-FS27638377/2022	North America	USA																				
USA/CA-FS27851710/2022	North America	USA																				
USA/CA-GBW-SFO000004/2022	North America	USA																				
USA/CA-GBW-SFO000009/2022	North America	USA																				
USA/CA-HLX-STM-4RYVTZJNU/2022	North America	USA																				
USA/CA-HLX-STM-EPMSZB36C/2022	North America	USA																				
USA/CA-CDPH-3000313667/2022	North America	USA																				
USA/CA-CDPH-3000305068/2022	North America	USA																				
USA/CA-CDPH-3000302327/2022	North America	USA																				
USA/CA-CDC-STM-ZXWJ4MF6G/2022	North America	USA																				
USA/CA-CDC-FG-282519/2022	North America	USA																				
USA/CA-CDC-FG-283873/2022	North America	USA																				
USA/CA-CDC-FG-284959/2022	North America	USA																				
USA/CA-CDC-FG-285862/2022	North America	USA																				
USA/CA-CDC-FG-286982/2022	North America	USA																				
USA/CA-CDC-LC0500020/2022	North America	USA																				
USA/CA-CDC-LC0514537/2022	North America	USA																				
USA/CA-CDC-LC0545291/2022	North America	USA																				
USA/CA-CDC-ASC210732810/2022	North America	USA																				
USA/CA-CDC-LC0550797/2022	North America	USA																				
USA/CA-CDC-LC0556748/2022	North America	USA																				
USA/CA-CDC-LC0557353/2022	North America	USA																				
USA/CA-CDC-LC0560154/2022	North America	USA																				
USA/CA-CDC-QDX33015312/2022	North America	USA																				
USA/CA-CDC-QDX33015630/2022	North America	USA																				
USA/CA-CDC-QDX34164630/2022	North America	USA																				
USA/CA-CDC-QDX34289692/2022	North America	USA																				
USA/CA-CDC-QDX34289712/2022	North America	USA																				
USA/CA-CDC-LC0552585/2022	North America	USA																				
USA/CA-CDC-ASC210732808/2022	North America	USA																				
USA/CA-CDC-ASC210732790/2022	North America	USA																				
USA/CA-CDC-ASC210732787/2022	North America	USA																				
USA/AZ-ASU41252/2022	North America	USA																				
USA/AZ-ASU41268/2022	North America	USA																				
USA/AZ-ASU41270/2022	North America	USA																				
USA/AZ-ASU41508/2022	North America	USA																				
USA/AZ-ASU41550/2022	North America	USA																				
USA/AZ-ASU41553/2022	North America	USA																				
USA/AZ-ASU41591/2022	North America	USA																				
USA/AZ-ASU41615/2022	North America	USA																				
USA/AZ-ASU41982/2022	North America	USA																				
USA/AZ-ASU42111/2022	North America	USA																				
USA/AZ-ASU42170/2022	North America	USA																				
USA/AZ-ASU42182/2022	North America	USA																				
USA/AZ-ASU42200/2022	North America	USA																				
USA/AZ-ASU42306/2022	North America	USA																				
USA/AZ-ASU42430/2022	North America	USA																				
USA/AZ-ASU42436/2022	North America	USA																				
USA/AZ-ASU43594/2022	North America	USA																				
USA/AZ-ASU41125/2022	North America	USA																				
USA/AZ-ASU41083/2022	North America	USA																				
USA/AZ-ASU40744/2022	North America	USA																				
USA/AZ-ASU40366/2022	North America	USA																				
USA/AK-CDC-LC0489282/2022	North America	USA																				
USA/AL-CDC-ASC210756581/2022	North America	USA																				
USA/AZ-ASU33823/2022	North America	USA																				
USA/AZ-ASU33889/2022	North America	USA																				
USA/AZ-ASU34388/2022	North America	USA																				
USA/AZ-ASU35909/2022	North America	USA																				
USA/AZ-ASU37166/2022	North America	USA																				
USA/AZ-ASU37245/2022	North America	USA																				
USA/AZ-ASU43730/2022	North America	USA																				
USA/AZ-ASU37275/2022	North America	USA																				
USA/AZ-ASU37612/2022	North America	USA																				
USA/AZ-ASU37629/2022	North America	USA																				
USA/AZ-ASU37951/2022	North America	USA																				
USA/AZ-ASU38635/2022	North America	USA																				
USA/AZ-ASU39023/2022	North America	USA																				
USA/AZ-ASU39809/2022	North America	USA																				
USA/AZ-ASU39863/2022	North America	USA																				
USA/AZ-ASU40360/2022	North America	USA																				
USA/AZ-ASU37293/2022	North America	USA																				
USA/CA-HLX-STM-GX3C6JGBA/2022	North America	USA																				
USA/AZ-ASU44615/2022	North America	USA																				
USA/AZ-ASU47395/2022	North America	USA																				
USA/AZ-ASU52234/2022	North America	USA																				
USA/AZ-ASU52362/2022	North America	USA																				
USA/AZ-ASU52889/2022	North America	USA																				
USA/AZ-ASU52949/2022	North America	USA																				
USA/AZ-CDC-ASC210732804/2022	North America	USA																				
USA/AZ-CDC-ASC210732805/2022	North America	USA																				
USA/AZ-CDC-LC0560267/2022	North America	USA																				
USA/AZ-TG1187709/2022	North America	USA																				
USA/CA-3CXHWCT8HTMNB/2022	North America	USA																				
USA/CA-B6SSXGCZHCGXE/2022	North America	USA																				
USA/CA-BEVM1YHB3CBGN/2022	North America	USA																				
USA/CA-CDC-ASC210546134/2022	North America	USA																				
USA/CA-CDC-ASC210553484/2022	North America	USA																				
USA/CA-CDC-ASC210697281/2022	North America	USA																				
USA/CA-CDC-ASC210730583/2022	North America	USA																				
USA/CA-CDC-ASC210731006/2022	North America	USA																				
USA/CA-CDC-ASC210731154/2022	North America	USA																				
USA/AZ-ASU51738/2022	North America	USA																				
USA/AZ-ASU51712/2022	North America	USA																				
USA/AZ-ASU51377/2022	North America	USA																				
USA/AZ-ASU51097/2022	North America	USA																				
USA/AZ-ASU47397/2022	North America	USA																				
Japan/IC-4652/2022	Asia	Japan																				
USA/AZ-ASU47427/2022	North America	USA																				
USA/AZ-ASU47459/2022	North America	USA																				
USA/AZ-ASU47755/2022	North America	USA																				
USA/AZ-ASU47899/2022	North America	USA																				
USA/AZ-ASU48536/2022	North America	USA																				
