strain	region	country																				
Italy/CAL_UNICZ_Laboratorio_di_Genomica_Universita_di_Catanzaro_02X97MCL/2022	Europe	Italy																				
Italy/CAL_UNICZ_Laboratorio_di_Genomica_Universita_di_Catanzaro_02X97MRW/2022	Europe	Italy																				
Italy/CAL_UNICZ_Laboratorio_di_Genomica_Universita_di_Catanzaro_02X97NT0/2022	Europe	Italy																				
Italy/CAL_UNICZ_Laboratorio_di_Genomica_Universita_di_Catanzaro_02X97ZLN/2022	Europe	Italy																				
Italy/CAL_UNICZ_Laboratorio_di_Genomica_Universita_di_Catanzaro_02x976wl/2021	Europe	Italy																				
Italy/CAM-20504626652/2022	Europe	Italy																				
Italy/CAM-90390292784/2022	Europe	Italy																				
Italy/CAM-90390298042/2022	Europe	Italy																				
Italy/CAM-90390303804/2022	Europe	Italy																				
Italy/CAM-90390304822/2022	Europe	Italy																				
Italy/APU-IZSPB-PT5970/2022	Europe	Italy																				
Italy/ABR-IZSGC-357/2022	Europe	Italy																				
Italy/ABR-IZSGC-349/2022	Europe	Italy																				
Italy/ABR-IZSGC-324/2022	Europe	Italy																				
Italy/ABR-CAST-R6309/2022	Europe	Italy																				
Italy/ABR-CAST-T2508/2022	Europe	Italy																				
Italy/ABR-CAST-T3039/2022	Europe	Italy																				
Italy/ABR-CAST-U3184/2022	Europe	Italy																				
Italy/ABR-IZSGC-12040/2022	Europe	Italy																				
Italy/ABR-IZSGC-14461/2022	Europe	Italy																				
Italy/ABR-IZSGC-2022TE1051/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE215/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE404/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE420/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE436/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE443/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE444/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE913/2021	Europe	Italy																				
Italy/ABR-IZSGC-2022TE936/2021	Europe	Italy																				
Italy/ABR-IZSGC-285/2022	Europe	Italy																				
Italy/ABR-IZSGC-293/2022	Europe	Italy																				
Italy/ABR-IZSGC-299/2022	Europe	Italy																				
Italy/ABR-IZSGC-308/2022	Europe	Italy																				
Italy/ABR-IZSGC-314/2022	Europe	Italy																				
Italy/ABR-IZSGC-319/2022	Europe	Italy																				
Italy/ABR-IZSGC-319701/2021	Europe	Italy																				
Italy/ABR-IZSGC-319805/2021	Europe	Italy																				
Italy/ABR-IZSGC-320328/2021	Europe	Italy																				
Italy/ABR-IZSGC-320330/2021	Europe	Italy																				
Italy/ABR-IZSGC-320405/2021	Europe	Italy																				
Italy/ABR-IZSGC-320416/2021	Europe	Italy																				
Italy/ABR-IZSGC-320435/2021	Europe	Italy																				
Italy/ABR-IZSGC-320443/2021	Europe	Italy																				
Italy/CAM-90390305066/2022	Europe	Italy																				
Italy/CAM-INTPas-C118/2021	Europe	Italy																				
Italy/APU-IZSPB-PT5952/2022	Europe	Italy																				
Italy/CAM-INTPas-C177/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23487/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23488/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23499/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23501/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23522/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23640/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23649/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24049/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24056/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24061/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24066/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24073/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24082/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24084/2022	Europe	Italy																				
Italy/CAM-INTPas-C144/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24139/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24154/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24202/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24245/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24247/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24266/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24290/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24300/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24302/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24309/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24314/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24396/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24402/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24411/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23471/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23314/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24087/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23306/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23310/2022	Europe	Italy																				
Italy/CAM-INTPas-C192/2022	Europe	Italy																				
Italy/CAM-INTPas-C198/2022	Europe	Italy																				
Italy/CAM-INTPas-C200/2022	Europe	Italy																				
Italy/CAM-INTPas-C206/2022	Europe	Italy																				
Italy/CAM-INTPas-C207/2022	Europe	Italy																				
Italy/CAM-INTPas-C216/2022	Europe	Italy																				
Italy/CAM-INTPas-C240/2022	Europe	Italy																				
Italy/CAM-INTPas-C244/2022	Europe	Italy																				
Italy/CAM-IZSM-RD00397685-IZSM-COLLI-TIGEM/2021	Europe	Italy																				
Italy/CAM-IZSM-RD054078D56-IZSM-COLLI-TIGEM/2021	Europe	Italy																				
Italy/CAM-IZSM-RD057736D52-IZSM-COLLI-TIGEM/2021	Europe	Italy																				
Italy/CAM-IZSM-RD058774D57-IZSM-COLLI-TIGEM/2022	Europe	Italy																				
Italy/CAM-IZSM-RD058890D57-IZSM-COLLI-TIGEM/2022	Europe	Italy																				
Italy/CAM-IZSM-RD20703422119-IZSM-COLLI-TIGEM/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-24418/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23037/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23029/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23302/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23285/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23262/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23236/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23163/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23155/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23223/2022	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23127/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23126/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23118/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23092/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23075/2021	Europe	Italy																				
Italy/CAM-TIGEM-IZSM-COLLI-23152/2021	Europe	Italy																				
Japan/SZ-NIG-Y213472/2022	Asia	Japan																				
Japan/SZ-NIG-4-C3480/2022	Asia	Japan																				
Japan/SZ-NIG-Y213215/2022	Asia	Japan																				
Japan/SZ-NIG-Y213334/2022	Asia	Japan																				
Japan/SZ-NIG-4-C3476/2022	Asia	Japan																				
Japan/SZ-NIG-Y213476/2022	Asia	Japan																				
Japan/TKYkbm5320/2022	Asia	Japan																				
Japan/TKYkbm0204/2022	Asia	Japan																				
Japan/TKYkbm2059/2022	Asia	Japan																				
Japan/TKYkbm4038/2022	Asia	Japan																				
Japan/TKYkbm4527/2022	Asia	Japan																				
Japan/SZ-NIG-4-C2401/2022	Asia	Japan																				
Japan/TKYnat0101/2022	Asia	Japan																				
Japan/TKYnat0117/2022	Asia	Japan																				
Japan/TKYhug0677/2022	Asia	Japan																				
Japan/RIMD04238/2022	Asia	Japan																				
Japan/PG-193725/2022	Asia	Japan																				
Japan/PG-196422/2022	Asia	Japan																				
Japan/YCH1084/2022	Asia	Japan																				
Japan/IC-4796/2022	Asia	Japan																				
Japan/PG-176195/2022	Asia	Japan																				
Japan/PG-188962/2022	Asia	Japan																				
Japan/PG-189829/2022	Asia	Japan																				
Japan/PG-189941/2022	Asia	Japan																				
Japan/PG-190628/2022	Asia	Japan																				
Japan/PG-190940/2022	Asia	Japan																				
Japan/PG-192148/2022	Asia	Japan																				
Japan/PG-192928/2022	Asia	Japan																				
Japan/PG-193979/2022	Asia	Japan																				
Japan/PG-194052/2022	Asia	Japan																				
Japan/PG-195859/2022	Asia	Japan																				
Japan/PG-196007/2022	Asia	Japan																				
Japan/PG-196233/2022	Asia	Japan																				
Japan/PG-197209/2022	Asia	Japan																				
Japan/PG-177845/2022	Asia	Japan																				
Japan/BRL22-0144/2022	Asia	Japan																				
Jordan/MoH-1013/2021	Asia	Jordan																				
Jordan/Biolab0574/2021	Asia	Jordan																				
Jordan/Biolab0424/2021	Asia	Jordan																				
Jordan/Biolab0367/2021	Asia	Jordan																				
Jordan/Biolab0366/2021	Asia	Jordan																				
Kenya/ILRI_COVM01920/2021	Africa	Kenya																				
Kenya/ILRI_COVM01932/2021	Africa	Kenya																				
Latvia/2201040420/2022	Europe	Latvia																				
Latvia/3886641/2022	Europe	Latvia																				
Lebanon/LAU-CVD-O2/2021	Asia	Lebanon																				
Lebanon/LAU-CVD-O1/2021	Asia	Lebanon																				
Lithuania/LTU000_MEDPRAC_RM57p/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r42_01/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r41_30/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r40_32/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r40_21/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r39_11/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r39_06/2022	Europe	Lithuania																				
Lithuania/IBT-LSC-VU_r38_18/2022	Europe	Lithuania																				
Lithuania/LTU000_RPL_0339_030/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-35-40/2022	Europe	Lithuania																				
Lithuania/LTU000_SYNLAB_E8_8852/2022	Europe	Lithuania																				
Lithuania/LTU000_VULSK_220103120794/2022	Europe	Lithuania																				
Lithuania/LTU000_VULSK_220110120989/2022	Europe	Lithuania																				
Lithuania/LTU000_VULSK_220209120347/2022	Europe	Lithuania																				
Lithuania/LTU000_VULSK_220209121033/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-33-26/2022	Europe	Lithuania																				
Lithuania/LSMULKKGMMK32C71/2021	Europe	Lithuania																				
Lithuania/LTU000_REZUS_02_12_311/2022	Europe	Lithuania																				
Lithuania/LSMULKKGMMK34C44/2022	Europe	Lithuania																				
Lithuania/LTU000_BM_12/2022	Europe	Lithuania																				
Lithuania/LTU000_MEDPRAC_JT98p/2022	Europe	Lithuania																				
Lithuania/LTU000_MEDPRAC_IK55p/2021	Europe	Lithuania																				
Lithuania/LTU000_MEDPRAC_DT86paa/2022	Europe	Lithuania																				
Lithuania/LTU000_MEDPRAC_DF328p/2022	Europe	Lithuania																				
Lithuania/LTU000_KUL_5357066/2022	Europe	Lithuania																				
Lithuania/LTU000_KUL_5347924/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_31_80/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_31_74/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_31_52/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_31_19/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_31_15/2022	Europe	Lithuania																				
Lithuania/LTU000_REZUS_02_12_406/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_10_10/2022	Europe	Lithuania																				
Lithuania/LTU000_INMEDICA_1045043/2021	Europe	Lithuania																				
Lithuania/LTU000_INMEDICA_1030219/2021	Europe	Lithuania																				
Lithuania/LTU000_BM_10_01_17/2022	Europe	Lithuania																				
Lithuania/LTU000_KLP_ANT_01_17_8/2022	Europe	Lithuania																				
Lithuania/LTU000_RSL_COV111609/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-35-63/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-33-92/2022	Europe	Lithuania																				
Lithuania/S22B433/2022	Europe	Lithuania																				
Lithuania/S22B381/2022	Europe	Lithuania																				
Lithuania/S22B377/2022	Europe	Lithuania																				
Lithuania/S22B120/2022	Europe	Lithuania																				
Lithuania/S22B111/2022	Europe	Lithuania																				
Lithuania/S22A43/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-35-07/2022	Europe	Lithuania																				
Lithuania/S22A143/2022	Europe	Lithuania																				
Lithuania/S22A139/2022	Europe	Lithuania																				
Lithuania/S22A133/2022	Europe	Lithuania																				
Lithuania/S22A124/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-37-27/2022	Europe	Lithuania																				
Lithuania/S22A183/2022	Europe	Lithuania																				
Lithuania/MR-LUHS-36-20/2022	Europe	Lithuania																				
Luxembourg/LNS6293866/2022	Europe	Luxembourg																				
Luxembourg/LNS7095781/2022	Europe	Luxembourg																				
Luxembourg/LNS7534626/2022	Europe	Luxembourg																				
Luxembourg/LNS8641923/2022	Europe	Luxembourg																				
Luxembourg/LNS5079612/2022	Europe	Luxembourg																				
Luxembourg/LNS9222237/2022	Europe	Luxembourg																				
Luxembourg/LNS9486944/2022	Europe	Luxembourg																				
Luxembourg/LNS9858860/2022	Europe	Luxembourg																				
Luxembourg/LNS8181086/2022	Europe	Luxembourg																				
Luxembourg/LNS4924508/2022	Europe	Luxembourg																				
Luxembourg/LNS3599593/2022	Europe	Luxembourg																				
Luxembourg/LNS4492019/2022	Europe	Luxembourg																				
Luxembourg/LNS4396261/2022	Europe	Luxembourg																				
Luxembourg/LNS3245317/2022	Europe	Luxembourg																				
Luxembourg/LNS3191031/2022	Europe	Luxembourg																				
Luxembourg/LNS1634909/2022	Europe	Luxembourg																				
Luxembourg/LNS1452928/2022	Europe	Luxembourg																				
Luxembourg/LNS0788643/2022	Europe	Luxembourg																				
Luxembourg/LNS0488050/2021	Europe	Luxembourg																				
Luxembourg/LNS0200432/2022	Europe	Luxembourg																				
Luxembourg/LNS0171921/2021	Europe	Luxembourg																				
Luxembourg/LNS4762204/2022	Europe	Luxembourg																				
Luxembourg/LNS1465665/2022	Europe	Luxembourg																				
Luxembourg/LNS2696983/2022	Europe	Luxembourg																				
Malawi/MLW-00297/2021	Africa	Malawi																				
Malawi/MLW-00298/2021	Africa	Malawi																				
Malawi/MLW-00301/2021	Africa	Malawi																				
Malaysia/IMR_WC77190/2022	Asia	Malaysia																				
Malaysia/UNIMAS-B13438/2022	Asia	Malaysia																				
Malaysia/UNIMAS-B13870/2022	Asia	Malaysia																				
Malaysia/UPM25529S/2022	Asia	Malaysia																				
Malaysia/UPM25629S/2022	Asia	Malaysia																				
Mauritius/5632/2022	Africa	Mauritius																				
Mauritius/5749/2022	Africa	Mauritius																				
Mexico/MOR_InDRE_FB10285_E17315311165_S12133/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-60-71/2022	North America	Mexico																				
Mexico/MOR_LANGEBIO_IMSS_5736/2022	North America	Mexico																				
Mexico/MOR_LANGEBIO_IMSS_5740/2022	North America	Mexico																				
Mexico/MOR_LANGEBIO_IMSS_5745/2022	North America	Mexico																				
Mexico/NAY_CIAD-IMSS_202201010379/2022	North America	Mexico																				
Mexico/NAY_IBT_IMSS_5905/2022	North America	Mexico																				
Mexico/NAY_LANGEBIO_IMSS_5049/2022	North America	Mexico																				
Mexico/PUE_IBT_IMSS_6463/2022	North America	Mexico																				
Mexico/YUC_LANGEBIO_IMSS_5598/2022	North America	Mexico																				
Mexico/ZAC_IBT_IMSS_5874/2022	North America	Mexico																				
Mexico/ZAC_LANGEBIO_IMSS_5905/2022	North America	Mexico																				
Mexico/OAX-INMEGEN-60-74/2022	North America	Mexico																				
Mexico/OAX-INMEGEN-60-64/2022	North America	Mexico																				
Mexico/GRO_IBT_IMSS_6097/2022	North America	Mexico																				
Mexico/OAX-INMEGEN-58-38/2022	North America	Mexico																				
Mexico/NLE_LANGEBIO_IMSS_5558/2022	North America	Mexico																				
Mexico/NLE_LANGEBIO_IMSS_4949/2022	North America	Mexico																				
Mexico/NLE_LANGEBIO_IMSS_4600/2021	North America	Mexico																				
Mexico/NLE_InDRE_FB7706_E19314260642_S11528/2022	North America	Mexico																				
Mexico/NLE_InDRE_FB1853_E19313528499_S10926/2022	North America	Mexico																				
Mexico/NLE_IBT_IMSS_6008/2022	North America	Mexico																				
Mexico/OAX-INMEGEN-58-119/2022	North America	Mexico																				
Mexico/GRO_InDRE_FB2479_E12313677016_S11075/2022	North America	Mexico																				
Mexico/GUA_IBT_IMSS_5906/2022	North America	Mexico																				
Mexico/GUA_IBT_IMSS_5913/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-58-266/2022	North America	Mexico																				
Mexico/MEX_IBT_IMSS_005197LCE-NC/2022	North America	Mexico																				
Mexico/MEX_IBT_IMSS_6228/2022	North America	Mexico																				
Mexico/MEX_IBT_IMSS_6229/2022	North America	Mexico																				
Mexico/MEX_IBT_IMSS_6473/2022	North America	Mexico																				
Mexico/MEX_IBT_IMSS_6474/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-57-356/2022	North America	Mexico																				
Mexico/MEX_InDRE_FB2423_E15313534669_S11057/2022	North America	Mexico																				
Mexico/MEX_LANGEBIO_IMSS_5327/2022	North America	Mexico																				
Mexico/MIC_IBT_IMSS_6378/2022	North America	Mexico																				
Mexico/MIC_InDRE_FB8232_E16314490445_S11446/2022	North America	Mexico																				
Mexico/MIC_InDRE_FB9801_E16114801885_S12041/2022	North America	Mexico																				
Mexico/MIC_InDRE_FB9834_E16314812836_S12047/2022	North America	Mexico																				
Mexico/MOR_IBT_IMSS_6548/2022	North America	Mexico																				
Mexico/MEX_InDRE_FB5438_E15313211935_S11279/2022	North America	Mexico																				
Mexico/YUC-INMEGEN-56-157/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-57-274/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-54-153/2022	North America	Mexico																				
Mexico/GUA_IBT_IMSS_5990/2022	North America	Mexico																				
Mexico/GUA_InDRE_FB4052_E11114070745_S11203/2022	North America	Mexico																				
Mexico/GUA_InDRE_FB9331_E11314776876_S11901/2022	North America	Mexico																				
Mexico/HID_IBT_IMSS_6197/2022	North America	Mexico																				
Mexico/HID_InDRE_FB893_E13313553598_S10705/2022	North America	Mexico																				
Mexico/HID_LANGEBIO_IMSS_16288_NC/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-56-376/2022	North America	Mexico																				
Mexico/JAL-INMEGEN-50-188/2021	North America	Mexico																				
Mexico/JAL_InDRE_FB6385_E_S11609/2022	North America	Mexico																				
Mexico/JAL_InDRE_FB6390_E_S11611/2022	North America	Mexico																				
Mexico/JAL_InDRE_FB8879_E14314644077_S11818/2022	North America	Mexico																				
Mexico/MOR_InDRE_FB7404_E17314427284_S11716/2022	North America	Mexico																				
Mexico/JAL_LANGEBIO_IMSS_5492/2022	North America	Mexico																				
Mexico/MEX-INMEGEN-45-182/2021	North America	Mexico																				
Mexico/JAL_InDRE_FB10325_E14315197440_S12150/2022	North America	Mexico																				
Mexico/YUC-INMEGEN-55-37/2022	North America	Mexico																				
Mexico/YUC-INMEGEN-58-102/2022	North America	Mexico																				
Mexico/YUC-INMEGEN-53-108/2022	North America	Mexico																				
Mexico/TAB_IBT_IMSS_6305/2022	North America	Mexico																				
Mexico/TAB_IBT_IMSS_5826/2022	North America	Mexico																				
Mexico/TAB_CIAD-IMSS_202201004759/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-60-2/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-59-81/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-59-262/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-58-261/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-54-343/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-54-298/2022	North America	Mexico																				
Mexico/TAB-INMEGEN-54-240/2022	North America	Mexico																				
Mexico/SON_IBT_IMSS_6403/2022	North America	Mexico																				
Mexico/SON_CIAD-IMSS_202201010788/2022	North America	Mexico																				
Mexico/SLP_LANGEBIO_IMSS_5903/2022	North America	Mexico																				
Mexico/SLP_InDRE_FB10613_E24315097436_S12253/2022	North America	Mexico																				
Mexico/SLP_InDRE_FB10607_E24314995942_S12250/2022	North America	Mexico																				
Mexico/SIN_InDRE_FB9138_E25314642779_S11885/2022	North America	Mexico																				
Mexico/SIN_IBT_IMSS_6387/2022	North America	Mexico																				
Mexico/SIN_CIAD-MZT_ID4906/2022	North America	Mexico																				
Mexico/SIN_CIAD-IMSS_202201010486/2022	North America	Mexico																				
Mexico/ROO_LANGEBIO_IMSS_5613/2022	North America	Mexico																				
Mexico/ROO_IBT_IMSS_5852/2022	North America	Mexico																				
Mexico/ROO_IBT_IMSS_5801/2022	North America	Mexico																				
Mexico/ROO-INMEGEN-60-23/2022	North America	Mexico																				
Mexico/ROO-INMEGEN-59-153/2022	North America	Mexico																				
Mexico/ROO-INMEGEN-56-166/2022	North America	Mexico																				
Mexico/ROO-INMEGEN-53-157/2022	North America	Mexico																				
Mexico/ROO-INMEGEN-47-277/2021	North America	Mexico																				
Mexico/TAB_InDRE_FB10302_E27315098204_S12140/2022	North America	Mexico																				
Mexico/YUC-INMEGEN-55-183/2022	North America	Mexico																				
Mexico/TAB_InDRE_FB2552_E27213638229_S11102/2022	North America	Mexico																				
Mexico/TAM-INMEGEN-54-23/2022	North America	Mexico																				
Mexico/VER_InDRE_FB10773_E30315216512_S12302/2022	North America	Mexico																				
Mexico/VER_InDRE_FB10564_E30415250070_S12233/2022	North America	Mexico																				
Mexico/VER_CIAD-IMSS_202201027866/2022	North America	Mexico																				
Mexico/VER-INMEGEN-60-80/2022	North America	Mexico																				
Mexico/VER-INMEGEN-60-110/2022	North America	Mexico																				
Mexico/VER-INMEGEN-59-279/2022	North America	Mexico																				
Mexico/VER-INMEGEN-58-43/2022	North America	Mexico																				
Mexico/VER-INMEGEN-58-145/2022	North America	Mexico																				
Mexico/VER-INMEGEN-56-372/2022	North America	Mexico																				
Mexico/VER-INMEGEN-54-76/2022	North America	Mexico																				
Mexico/VER-INMEGEN-54-345/2022	North America	Mexico																				
Mexico/VER-INMEGEN-54-284/2022	North America	Mexico																				
Mexico/VER-INMEGEN-54-247/2022	North America	Mexico																				
Mexico/VER-INMEGEN-53-70/2022	North America	Mexico																				
Mexico/VER-INMEGEN-53-50/2022	North America	Mexico																				
Mexico/TLA_InDRE_FB10521_E29115359731_S12222/2022	North America	Mexico																				
Mexico/TAM_LANGEBIO_IMSS_5576/2022	North America	Mexico																				
Mexico/TAM_LANGEBIO_IMSS_5209/2022	North America	Mexico																				
Mexico/TAM_LANGEBIO_IMSS_4999/2022	North America	Mexico																				
Mexico/TAM_LANGEBIO_IMSS_4917/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-60-63/2022	North America	Mexico																				
Mexico/TAM_LANGEBIO_IMSS_4907/2022	North America	Mexico																				
Mexico/TAM_IBT_IMSS_6058/2022	North America	Mexico																				
Mexico/TAM_IBT_IMSS_5067/2021	North America	Mexico																				
Mexico/TAM-INMEGEN-58-52/2022	North America	Mexico																				
Mexico/TAM-INMEGEN-58-167/2022	North America	Mexico																				
Mexico/TAM-INMEGEN-55-62/2022	North America	Mexico																				
Mexico/TAB_InDRE_FB7626_E27314216655_S11490/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-60-17/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-58-329/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-59-253/2022	North America	Mexico																				
Mexico/CMX-57/2022	North America	Mexico																				
Mexico/CMX-58/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1477/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1497/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1498/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1586/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1611/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-59-66/2022	North America	Mexico																				
Mexico/CHP_InDRE_FB9630_E07314984223_S11626/2022	North America	Mexico																				
Mexico/CMX-INER-IBT-1627/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-49-109/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-49-18/2021	North America	Mexico																				
Mexico/CMX-INMEGEN-49-354/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-52-265/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-52-273/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-52-327/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-53-223/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-53-283/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-48-332/2021	North America	Mexico																				
Mexico/CMX-INMEGEN-53-294/2022	North America	Mexico																				
Mexico/CHP_InDRE_FB10938_E07115027074_S12347/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-57-17/2022	North America	Mexico																				
Japan/IC-3508/2022	Asia	Japan																				
Mexico/AGU_ISSEA-Lesp-13621-S17/2022	North America	Mexico																				
Mexico/AGU_ISSEA-Lesp-14600-S20/2022	North America	Mexico																				
Mexico/AGU_ISSEA-Lesp-14990-S21/2022	North America	Mexico																				
Mexico/AGU_ISSEA-Lesp-5007-S11/2022	North America	Mexico																				
Mexico/AGU_InDRE_FB10416_E01315036296_S12185/2022	North America	Mexico																				
Mexico/AGU_InDRE_FB9503_E01314721058_S11953/2022	North America	Mexico																				
Mexico/BCN_InDRE_FB6023_E02313913410_S11627/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-59-56/2022	North America	Mexico																				
Mexico/BCS_IBT_IMSS_6123/2022	North America	Mexico																				
Mexico/BCS_InDRE_FB10861_E03315077020_S12337/2022	North America	Mexico																				
Mexico/BCS_InDRE_FB811_E03313302593_S10592/2021	North America	Mexico																				
Mexico/CAM_InDRE_FB1798_E04313601624_S10913/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-53-61/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-53-87/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-54-325/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-54-358/2022	North America	Mexico																				
Mexico/CHP-INMEGEN-55-18/2022	North America	Mexico																				
