strain	region	country																				
USA/WI-CDC-ASC210601399/2022	North America	USA																				
USA/WI-CDC-ASC210596048/2022	North America	USA																				
USA/WI-CDC-ASC210583208/2022	North America	USA																				
USA/WI-CDC-ASC210571534/2021	North America	USA																				
USA/WI-CDC-ASC210567814/2021	North America	USA																				
USA/WI-CDC-ASC210562538/2021	North America	USA																				
USA/WI-CDC-ASC210555649/2022	North America	USA																				
USA/WA-UW-22020733500/2022	North America	USA																				
USA/WA-UW-22011050411/2022	North America	USA																				
USA/WI-CDC-FG-227885/2021	North America	USA																				
USA/WA-UW-22011044287/2022	North America	USA																				
USA/WI-CDC-FG-235322/2021	North America	USA																				
USA/WI-CDC-FG-237981/2022	North America	USA																				
USA/WI-CDC-LC0507151/2022	North America	USA																				
USA/WI-CDC-LC0501864/2022	North America	USA																				
USA/WI-CDC-LC0491927/2022	North America	USA																				
USA/WI-CDC-LC0491794/2022	North America	USA																				
USA/WI-CDC-LC0490769/2022	North America	USA																				
USA/WI-CDC-LC0470866/2021	North America	USA																				
USA/WI-CDC-LC0470758/2021	North America	USA																				
USA/WI-CDC-LC0469450/2021	North America	USA																				
USA/WI-CDC-LC0459971/2021	North America	USA																				
USA/WI-CDC-IBX853297906542/2022	North America	USA																				
USA/WI-CDC-FG-285093/2022	North America	USA																				
USA/WI-CDC-FG-283965/2022	North America	USA																				
USA/WI-CDC-FG-273256/2022	North America	USA																				
USA/WI-CDC-FG-256550/2022	North America	USA																				
USA/WI-CDC-FG-255870/2022	North America	USA																				
USA/WI-CDC-FG-245485/2022	North America	USA																				
USA/WI-CDC-FG-245436/2022	North America	USA																				
USA/WI-CDC-FG-235550/2021	North America	USA																				
USA/WA-UW-21122122592/2021	North America	USA																				
USA/WA-S18413/2022	North America	USA																				
USA/WA-S18332/2022	North America	USA																				
USA/WA-PHL-012272/2022	North America	USA																				
USA/WA-PHL-011638/2022	North America	USA																				
USA/WA-PHL-011631/2022	North America	USA																				
USA/WA-PHL-011619/2022	North America	USA																				
USA/WA-PHL-010491/2022	North America	USA																				
USA/WA-PHL-010291/2022	North America	USA																				
USA/WA-PHL-010244/2022	North America	USA																				
USA/WA-PHL-009796/2021	North America	USA																				
USA/WA-PHL-009348/2021	North America	USA																				
USA/WA-PHL-009193/2021	North America	USA																				
USA/WA-Curative-181277/2021	North America	USA																				
USA/WA-Curative-152427/2022	North America	USA																				
USA/WA-Curative-127007/2022	North America	USA																				
USA/WA-CDC-UW22020731414/2022	North America	USA																				
USA/WA-CDC-UW22011397041/2022	North America	USA																				
USA/WA-CDC-UW22011076754/2022	North America	USA																				
USA/WA-CDC-UW22010998468/2022	North America	USA																				
USA/WA-PHL-012290/2022	North America	USA																				
USA/WA-PHL-012607/2022	North America	USA																				
USA/WA-PHL-012934/2022	North America	USA																				
USA/WA-PHL-012950/2022	North America	USA																				
USA/WA-S18150/2022	North America	USA																				
USA/WA-S18107/2022	North America	USA																				
USA/WA-S18054/2022	North America	USA																				
USA/WA-S17784/2022	North America	USA																				
USA/WA-S17606/2022	North America	USA																				
USA/WA-S17305/2022	North America	USA																				
USA/WA-S17294/2022	North America	USA																				
USA/WA-S17232/2022	North America	USA																				
USA/WI-CDC-LC0507612/2022	North America	USA																				
USA/WA-S17210/2022	North America	USA																				
USA/WA-S16290/2022	North America	USA																				
USA/WA-S15960/2021	North America	USA																				
USA/WA-PHL-014295/2022	North America	USA																				
USA/WA-PHL-014126/2022	North America	USA																				
USA/WA-PHL-014096/2022	North America	USA																				
USA/WA-PHL-014008/2022	North America	USA																				
USA/WA-PHL-013727/2022	North America	USA																				
USA/WA-PHL-013014/2022	North America	USA																				
USA/WA-S16479/2022	North America	USA																				
USA/WI-CDC-LC0508094/2022	North America	USA																				
USA/WI-CDC-LC0513628/2022	North America	USA																				
USA/WI-CDC-LC0524612/2022	North America	USA																				
USA/WY-WYPHL-22000827/2022	North America	USA																				
USA/WY-WYPHL-22000186/2022	North America	USA																				
USA/WY-WYPHL-21130488/2021	North America	USA																				
USA/WY-WYPHL-21129923/2021	North America	USA																				
USA/WY-CDC-ASC210693044/2022	North America	USA																				
USA/WY-CDC-ASC210581814/2022	North America	USA																				
USA/WV-WVU-WV157783/2021	North America	USA																				
USA/WV-CDC-MMB14136645/2022	North America	USA																				
USA/WV-CDC-MMB13913660/2022	North America	USA																				
USA/WI-WSLH-2204343/2022	North America	USA																				
USA/WI-WSLH-2204325/2022	North America	USA																				
USA/WI-WSLH-2204279/2022	North America	USA																				
USA/WI-WSLH-2204236/2022	North America	USA																				
USA/WI-WSLH-2204130/2022	North America	USA																				
USA/WI-WSLH-2204016/2022	North America	USA																				
USA/WI-WSLH-2203999/2022	North America	USA																				
USA/WI-WSLH-2203988/2022	North America	USA																				
USA/WY-WYPHL-22003559/2022	North America	USA																				
USA/WY-WYPHL-22004132/2022	North America	USA																				
USA/WY-WYPHL-22005773/2022	North America	USA																				
USA/WY-WYPHL-22007547/2022	North America	USA																				
Guam/H227647/2022	North America	USA																				
USA/un-JAX-JAX-2202.02-077/2022	North America	USA																				
USA/WY-WYPHL-22029838/2022	North America	USA																				
USA/WY-WYPHL-22029836/2022	North America	USA																				
USA/WY-WYPHL-22023738/2022	North America	USA																				
USA/WY-WYPHL-22022790/2022	North America	USA																				
USA/WY-WYPHL-22019542/2022	North America	USA																				
USA/WY-WYPHL-22018698/2022	North America	USA																				
USA/WI-WSLH-2203920/2022	North America	USA																				
USA/WY-WYPHL-22018202/2022	North America	USA																				
USA/WY-WYPHL-22014699/2022	North America	USA																				
USA/WY-WYPHL-22014505/2022	North America	USA																				
USA/WY-WYPHL-22012665/2022	North America	USA																				
USA/WY-WYPHL-22012455/2022	North America	USA																				
USA/WY-WYPHL-22011188/2022	North America	USA																				
USA/WY-WYPHL-22008880/2022	North America	USA																				
USA/WY-WYPHL-22008092/2022	North America	USA																				
USA/WY-WYPHL-22007751/2022	North America	USA																				
USA/WY-WYPHL-22014920/2022	North America	USA																				
USA/WA-CDC-UW22010922343/2022	North America	USA																				
USA/WI-WSLH-2203908/2022	North America	USA																				
USA/WI-WSLH-2203718/2022	North America	USA																				
USA/WI-MHDL-2022020319/2022	North America	USA																				
USA/WI-MHDL-2022020135/2022	North America	USA																				
USA/WI-MHDL-2022020107/2022	North America	USA																				
USA/WI-MHDL-2022020106/2022	North America	USA																				
USA/WI-MHDL-2022020086/2022	North America	USA																				
USA/WI-MHDL-2022010660/2022	North America	USA																				
USA/WI-MHDL-2022010573/2022	North America	USA																				
USA/WI-MHDL-2022010572/2022	North America	USA																				
USA/WI-MHDL-2022010471/2022	North America	USA																				
USA/WI-MHDL-2022010470/2022	North America	USA																				
USA/WI-MHDL-2022010339/2022	North America	USA																				
USA/WI-MHDL-2022010265/2022	North America	USA																				
USA/WI-CDC-QDX32845895/2022	North America	USA																				
USA/WI-CDC-QDX32845820/2022	North America	USA																				
USA/WI-CDC-LC0534656/2022	North America	USA																				
USA/WI-CDC-LC0530154/2022	North America	USA																				
USA/WI-CDC-LC0526725/2022	North America	USA																				
USA/WI-MHDL-2022020483/2022	North America	USA																				
USA/WI-UW-7827/2021	North America	USA																				
USA/WI-UW-8054/2021	North America	USA																				
USA/WI-UW-8267/2021	North America	USA																				
USA/WI-WSLH-2203676/2022	North America	USA																				
USA/WI-WSLH-2203588/2022	North America	USA																				
USA/WI-WSLH-2203563/2022	North America	USA																				
USA/WI-WSLH-2203413/2022	North America	USA																				
USA/WI-WSLH-2203392/2022	North America	USA																				
USA/WI-WSLH-2203199/2022	North America	USA																				
USA/WI-WSLH-2203178/2022	North America	USA																				
USA/WI-UW-9716/2022	North America	USA																				
USA/WI-WSLH-2203750/2022	North America	USA																				
USA/WI-UW-9529/2022	North America	USA																				
USA/WI-UW-8788/2022	North America	USA																				
USA/WI-UW-8650/2022	North America	USA																				
USA/WI-UW-8589/2022	North America	USA																				
USA/WI-UW-8570/2022	North America	USA																				
USA/WI-UW-8544/2022	North America	USA																				
USA/WI-UW-8504/2022	North America	USA																				
USA/WI-UW-8431/2022	North America	USA																				
USA/WI-UW-8339/2021	North America	USA																				
USA/WI-UW-8841/2022	North America	USA																				
USA/WA-CDC-UW22010897137/2022	North America	USA																				
USA/WA-CDC-UW22010827592/2022	North America	USA																				
USA/WA-CDC-UW22010806170/2022	North America	USA																				
USA/VT-CDCBI-CRSP_3XWNHQU5ZRUWJFFI/2022	North America	USA																				
USA/VT-CDCBI-CRSP_3POMN6RYZGDNKC46/2022	North America	USA																				
USA/VT-CDCBI-CRSP_36NRSEOX4MRIMCIR/2022	North America	USA																				
USA/VT-CDCBI-CRSP_34FR4UI6YLVBN3BV/2022	North America	USA																				
USA/VT-CDCBI-CRSP_2YCAGSBJB4A3XN3J/2022	North America	USA																				
USA/VT-CDC-QDX33164894/2022	North America	USA																				
USA/VT-CDC-ASC210683441/2022	North America	USA																				
USA/VT-CDC-ASC210557368/2021	North America	USA																				
USA/VA-VCUVAS3-SKLP341679/2021	North America	USA																				
USA/VA-VCUVAS3-PQEZ827813/2022	North America	USA																				
USA/VA-VCUVAS3-MWAN830045/2022	North America	USA																				
USA/VA-VCUVAS3-FCSZ487830/2022	North America	USA																				
USA/VA-VCUVAS3-CYTE371720/2022	North America	USA																				
USA/VA-DCLS-13398/2022	North America	USA																				
USA/VA-DCLS-13060/2022	North America	USA																				
USA/VA-DCLS-12939/2021	North America	USA																				
USA/VA-DCLS-12500/2021	North America	USA																				
USA/VT-CDCBI-CRSP_4EFACW25HQJYI27B/2022	North America	USA																				
USA/VT-CDCBI-CRSP_4SLRLISUR4D5VCV7/2022	North America	USA																				
